#complex,groundtruth,sub-expression
2*~(x|z)+2*((x^(1*(a&b)+3*(a&~b)-3*~(a&~a)+3*~(a^b)+4*~(a|~b)))&(x^z))-2*~(x|((1*(a&b)+3*(a&~b)-3*~(a&~a)+3*~(a^b)+4*~(a|~b))|z))-2*~(~x|((1*(a&b)+3*(a&~b)-3*~(a&~a)+3*~(a^b)+4*~(a|~b))|z))-2*(~x&((1*(a&b)+3*(a&~b)-3*~(a&~a)+3*~(a^b)+4*~(a|~b))&z))+2*(x&((1*(a&b)+3*(a&~b)-3*~(a&~a)+3*~(a^b)+4*~(a|~b))&z)),2*(b&~(x^z)),(1*(a&b)+3*(a&~b)-3*~(a&~a)+3*~(a^b)+4*~(a|~b))
-3*(y^(~(9*(a&b)+9*(a&~b)-7*(a|~b)-1*~(a&~a)+8*~(a|b)+1*~(a|~b))|(y&z)))-6*~((9*(a&b)+9*(a&~b)-7*(a|~b)-1*~(a&~a)+8*~(a|b)+1*~(a|~b))|y)+5*~(~(9*(a&b)+9*(a&~b)-7*(a|~b)-1*~(a&~a)+8*~(a|b)+1*~(a|~b))|(y^z))+9*~((9*(a&b)+9*(a&~b)-7*(a|~b)-1*~(a&~a)+8*~(a|b)+1*~(a|~b))|(y|z))-5*~(~(9*(a&b)+9*(a&~b)-7*(a|~b)-1*~(a&~a)+8*~(a|b)+1*~(a|~b))|(y|z))+9*(~(9*(a&b)+9*(a&~b)-7*(a|~b)-1*~(a&~a)+8*~(a|b)+1*~(a|~b))&(~y&z)),-3*~(~a|(~y|z))+5*(a&(y&z)),(9*(a&b)+9*(a&~b)-7*(a|~b)-1*~(a&~a)+8*~(a|b)+1*~(a|~b))
2*((-6*(a&b)-5*(a&~b)+7*(a|b)-2*~(a&b)+2*~(a|b)-4*~(a|~b))^(x&((-6*(a&b)-5*(a&~b)+7*(a|b)-2*~(a&b)+2*~(a|b)-4*~(a|~b))|z)))-6*(z^~(x|(-6*(a&b)-5*(a&~b)+7*(a|b)-2*~(a&b)+2*~(a|b)-4*~(a|~b))))+6*~(x|((-6*(a&b)-5*(a&~b)+7*(a|b)-2*~(a&b)+2*~(a|b)-4*~(a|~b))|z))-2*~(x|(~(-6*(a&b)-5*(a&~b)+7*(a|b)-2*~(a&b)+2*~(a|b)-4*~(a|~b))|z))+15*(~x&((-6*(a&b)-5*(a&~b)+7*(a|b)-2*~(a&b)+2*~(a|b)-4*~(a|~b))&z))+4*(x&(~(-6*(a&b)-5*(a&~b)+7*(a|b)-2*~(a&b)+2*~(a|b)-4*~(a|~b))&z)),-17*(x&(b&z))+11*(b&z),(-6*(a&b)-5*(a&~b)+7*(a|b)-2*~(a&b)+2*~(a|b)-4*~(a|~b))
11*(y^((-1*(a&b)+6*(a&~b)-5*(a^b)+2*~(a&~b)-2*~(a|b)+3*~(a|~b))|(y&z)))-3*(y^~(~(-1*(a&b)+6*(a&~b)-5*(a^b)+2*~(a&~b)-2*~(a|b)+3*~(a|~b))|(y&z)))-10*~((-1*(a&b)+6*(a&~b)-5*(a^b)+2*~(a&~b)-2*~(a|b)+3*~(a|~b))|(~y|z))-8*~(~(-1*(a&b)+6*(a&~b)-5*(a^b)+2*~(a&~b)-2*~(a|b)+3*~(a|~b))|(y|z))+3*(~(-1*(a&b)+6*(a&~b)-5*(a^b)+2*~(a&~b)-2*~(a|b)+3*~(a|~b))&(y&z))-8*((-1*(a&b)+6*(a&~b)-5*(a^b)+2*~(a&~b)-2*~(a|b)+3*~(a|~b))&(~y&z)),-2*(y&~(a^z))-1*(a&(y&z)),(-1*(a&b)+6*(a&~b)-5*(a^b)+2*~(a&~b)-2*~(a|b)+3*~(a|~b))
1*~(~x&((1*(a&b)+1*(a|b)-1*(a|~b)+1*~(a|b))|z))-1*(z&(x|(1*(a&b)+1*(a|b)-1*(a|~b)+1*~(a|b))))+3*(z&(x^(1*(a&b)+1*(a|b)-1*(a|~b)+1*~(a|b))))-1*~(x|((1*(a&b)+1*(a|b)-1*(a|~b)+1*~(a|b))|z))-1*~(~x|(~(1*(a&b)+1*(a|b)-1*(a|~b)+1*~(a|b))|z))-3*(x&(~(1*(a&b)+1*(a|b)-1*(a|~b)+1*~(a|b))&z)),1*~(~x|(b|z))+2*(~x&(b&z)),(1*(a&b)+1*(a|b)-1*(a|~b)+1*~(a|b))
-7*(~y&((-5*(a&b)-10*(a&~b)+11*~(a&~a)-5*~(a&~b)-6*~(a|b)-6*~(a|~b))^z))-11*~((-5*(a&b)-10*(a&~b)+11*~(a&~a)-5*~(a&~b)-6*~(a|b)-6*~(a|~b))|(y|z))-6*~((-5*(a&b)-10*(a&~b)+11*~(a&~a)-5*~(a&~b)-6*~(a|b)-6*~(a|~b))|(~y|z))-4*~(~(-5*(a&b)-10*(a&~b)+11*~(a&~a)-5*~(a&~b)-6*~(a|b)-6*~(a|~b))|(y|z))+1*(~(-5*(a&b)-10*(a&~b)+11*~(a&~a)-5*~(a&~b)-6*~(a|b)-6*~(a|~b))&(~y&z))+5*((-5*(a&b)-10*(a&~b)+11*~(a&~a)-5*~(a&~b)-6*~(a|b)-6*~(a|~b))&(y&z)),5*(~(a&~y)&(a^(y^z)))-11*((y&z)^~(a&(y^z))),(-5*(a&b)-10*(a&~b)+11*~(a&~a)-5*~(a&~b)-6*~(a|b)-6*~(a|~b))
2*(z^(x|((-3*(a&b)-1*(a&~b)+3*b+1*~(a&~a)-1*~(a|b)-3*~(a|~b))&z)))-2*((x&(-3*(a&b)-1*(a&~b)+3*b+1*~(a&~a)-1*~(a|b)-3*~(a|~b)))^(x^((-3*(a&b)-1*(a&~b)+3*b+1*~(a&~a)-1*~(a|b)-3*~(a|~b))&z)))-2*(x|(~(-3*(a&b)-1*(a&~b)+3*b+1*~(a&~a)-1*~(a|b)-3*~(a|~b))&z))+2*(~x&((-3*(a&b)-1*(a&~b)+3*b+1*~(a&~a)-1*~(a|b)-3*~(a|~b))&z))+4*(x&(~(-3*(a&b)-1*(a&~b)+3*b+1*~(a&~a)-1*~(a|b)-3*~(a|~b))&z))+4*(x&((-3*(a&b)-1*(a&~b)+3*b+1*~(a&~a)-1*~(a|b)-3*~(a|~b))&z)),-2*~(~x|(b|z)),(-3*(a&b)-1*(a&~b)+3*b+1*~(a&~a)-1*~(a|b)-3*~(a|~b))
1*(~y|((8*(a&b)-3*(a&~b)+4*(a|~b)-11*b-4*~(a|b)+11*~(a|~b))^z))-1*~((8*(a&b)-3*(a&~b)+4*(a|~b)-11*b-4*~(a|b)+11*~(a|~b))&(~y&z))-2*(8*(a&b)-3*(a&~b)+4*(a|~b)-11*b-4*~(a|b)+11*~(a|~b))-2*~((8*(a&b)-3*(a&~b)+4*(a|~b)-11*b-4*~(a|b)+11*~(a|~b))|(y|z))-2*(~(8*(a&b)-3*(a&~b)+4*(a|~b)-11*b-4*~(a|b)+11*~(a|~b))&(y&z))+1*((8*(a&b)-3*(a&~b)+4*(a|~b)-11*b-4*~(a|b)+11*~(a|~b))&(~y&z))+3*((8*(a&b)-3*(a&~b)+4*(a|~b)-11*b-4*~(a|b)+11*~(a|~b))&(y&z)),-1*~(a|(~y|z))-2*(z^(a|~y)),(8*(a&b)-3*(a&~b)+4*(a|~b)-11*b-4*~(a|b)+11*~(a|~b))
1*((-6*(a&~b)+1*(a|b)-5*~(a|b)+5*~b)^(~x&((-6*(a&~b)+1*(a|b)-5*~(a|b)+5*~b)|z)))+7*(~(x|~(-6*(a&~b)+1*(a|b)-5*~(a|b)+5*~b))|~(x^((-6*(a&~b)+1*(a|b)-5*~(a|b)+5*~b)^z)))-1*((-6*(a&~b)+1*(a|b)-5*~(a|b)+5*~b)^~(x|~z))-7*~(x|((-6*(a&~b)+1*(a|b)-5*~(a|b)+5*~b)|z))-6*~(x|(~(-6*(a&~b)+1*(a|b)-5*~(a|b)+5*~b)|z))-7*~(~x|(~(-6*(a&~b)+1*(a|b)-5*~(a|b)+5*~b)|z))-7*(x&(~(-6*(a&~b)+1*(a|b)-5*~(a|b)+5*~b)&z)),7*(~x&(b&z)),(-6*(a&~b)+1*(a|b)-5*~(a|b)+5*~b)
-7*(y&z)+3*(z|~((7*(a&b)-2*(a&~b)-6*~(a^b)+3*~(a|b)+3*~b)|~y))+1*~(~(7*(a&b)-2*(a&~b)-6*~(a^b)+3*~(a|b)+3*~b)|(~y|z))-3*(~(7*(a&b)-2*(a&~b)-6*~(a^b)+3*~(a|b)+3*~b)&(~y&z))+4*(~(7*(a&b)-2*(a&~b)-6*~(a^b)+3*~(a|b)+3*~b)&(y&z))-3*((7*(a&b)-2*(a&~b)-6*~(a^b)+3*~(a|b)+3*~b)&(~y&z))+5*((7*(a&b)-2*(a&~b)-6*~(a^b)+3*~(a|b)+3*~b)&(y&z)),1*(a&y)+3*~(a|(~y|z)),(7*(a&b)-2*(a&~b)-6*~(a^b)+3*~(a|b)+3*~b)
-7*z+7*~(x&~(-4*(a&~b)+1*(a|~b)-4*~(a|b)+1*~(a|~b)+3*~b))-1*((-4*(a&~b)+1*(a|~b)-4*~(a|b)+1*~(a|~b)+3*~b)&~(x^z))-6*~(x|(~(-4*(a&~b)+1*(a|~b)-4*~(a|b)+1*~(a|~b)+3*~b)|z))-7*~(~x|(~(-4*(a&~b)+1*(a|~b)-4*~(a|b)+1*~(a|~b)+3*~b)|z))+7*(x&(~(-4*(a&~b)+1*(a|~b)-4*~(a|b)+1*~(a|~b)+3*~b)&z))+1*(x&((-4*(a&~b)+1*(a|~b)-4*~(a|b)+1*~(a|~b)+3*~b)&z)),7*~(x|(b|z)),(-4*(a&~b)+1*(a|~b)-4*~(a|b)+1*~(a|~b)+3*~b)
-1*(((4*(a&b)+5*(a&~b)-3*a+1*~(a|b)-1*~b)|y)&((4*(a&b)+5*(a&~b)-3*a+1*~(a|b)-1*~b)^(y^z)))+1*(~y&~((4*(a&b)+5*(a&~b)-3*a+1*~(a|b)-1*~b)^z))+5*~((4*(a&b)+5*(a&~b)-3*a+1*~(a|b)-1*~b)|(y|z))+1*~((4*(a&b)+5*(a&~b)-3*a+1*~(a|b)-1*~b)|(~y|z))+7*~(~(4*(a&b)+5*(a&~b)-3*a+1*~(a|b)-1*~b)|(y|z))+6*(~(4*(a&b)+5*(a&~b)-3*a+1*~(a|b)-1*~b)&(y&z))-1*((4*(a&b)+5*(a&~b)-3*a+1*~(a|b)-1*~b)&(~y&z)),6*~(y^z)-7*(a&(y&z)),(4*(a&b)+5*(a&~b)-3*a+1*~(a|b)-1*~b)
-1*((x^(7*(a&b)+3*(a&~b)+3*(a^b)-6*(a|b)+4*~(a|~b)))&(x^z))-6*((7*(a&b)+3*(a&~b)+3*(a^b)-6*(a|b)+4*~(a|~b))^~(~x&((7*(a&b)+3*(a&~b)+3*(a^b)-6*(a|b)+4*~(a|~b))^z)))+7*(x|((7*(a&b)+3*(a&~b)+3*(a^b)-6*(a|b)+4*~(a|~b))&z))+6*~(x|(~(7*(a&b)+3*(a&~b)+3*(a^b)-6*(a|b)+4*~(a|~b))|z))-7*~(~x|(~(7*(a&b)+3*(a&~b)+3*(a^b)-6*(a|b)+4*~(a|~b))|z))-6*(~x&((7*(a&b)+3*(a&~b)+3*(a^b)-6*(a|b)+4*~(a|~b))&z))-7*(x&((7*(a&b)+3*(a&~b)+3*(a^b)-6*(a|b)+4*~(a|~b))&z)),-6*~(x|(b|z))+1*(x&(~b&z)),(7*(a&b)+3*(a&~b)+3*(a^b)-6*(a|b)+4*~(a|~b))
3*~(~(12*(a&b)+12*(a&~b)-11*~(a&~a)+22*~(a|b)+22*~(a|~b)-11*~a)&(~y|z))-2*(z^~((12*(a&b)+12*(a&~b)-11*~(a&~a)+22*~(a|b)+22*~(a|~b)-11*~a)&~y))+7*(y&~z)-8*~((12*(a&b)+12*(a&~b)-11*~(a&~a)+22*~(a|b)+22*~(a|~b)-11*~a)|(~y|z))-3*~(~(12*(a&b)+12*(a&~b)-11*~(a&~a)+22*~(a|b)+22*~(a|~b)-11*~a)|(y|z))-1*((12*(a&b)+12*(a&~b)-11*~(a&~a)+22*~(a|b)+22*~(a|~b)-11*~a)&(~y&z))-3*((12*(a&b)+12*(a&~b)-11*~(a&~a)+22*~(a|b)+22*~(a|~b)-11*~a)&(y&z)),8*~(~a|(~y|z))-2*~(a|(y|z)),(12*(a&b)+12*(a&~b)-11*~(a&~a)+22*~(a|b)+22*~(a|~b)-11*~a)
1*(~x|((1*(a&b)-9*(a&~b)+11*(a^b)+2*~(a|b)-10*~(a|~b)-2*~b)^z))+11*(z^(x&(1*(a&b)-9*(a&~b)+11*(a^b)+2*~(a|b)-10*~(a|~b)-2*~b)))-1*((1*(a&b)-9*(a&~b)+11*(a^b)+2*~(a|b)-10*~(a|~b)-2*~b)^(x|((1*(a&b)-9*(a&~b)+11*(a^b)+2*~(a|b)-10*~(a|~b)-2*~b)&z)))-1*~(x|((1*(a&b)-9*(a&~b)+11*(a^b)+2*~(a|b)-10*~(a|~b)-2*~b)|z))-12*~(~x|(~(1*(a&b)-9*(a&~b)+11*(a^b)+2*~(a|b)-10*~(a|~b)-2*~b)|z))-12*(~x&((1*(a&b)-9*(a&~b)+11*(a^b)+2*~(a|b)-10*~(a|~b)-2*~b)&z))-11*(x&(~(1*(a&b)-9*(a&~b)+11*(a^b)+2*~(a|b)-10*~(a|~b)-2*~b)&z)),12*(~x&(~b&z))-1*~(~x|(b|z)),(1*(a&b)-9*(a&~b)+11*(a^b)+2*~(a|b)-10*~(a|~b)-2*~b)
-2*(z^((6*(a&b)+6*(a&~b)-5*~(a&~a)+5*~a)&(y|z)))+2*(z|~((6*(a&b)+6*(a&~b)-5*~(a&~a)+5*~a)|y))+11*(z^~((6*(a&b)+6*(a&~b)-5*~(a&~a)+5*~a)|y))-13*~((6*(a&b)+6*(a&~b)-5*~(a&~a)+5*~a)|(y|z))+2*~(~(6*(a&b)+6*(a&~b)-5*~(a&~a)+5*~a)|(~y|z))-13*((6*(a&b)+6*(a&~b)-5*~(a&~a)+5*~a)&(~y&z))-13*((6*(a&b)+6*(a&~b)-5*~(a&~a)+5*~a)&(y&z)),11*(~a&(y&z)),(6*(a&b)+6*(a&~b)-5*~(a&~a)+5*~a)
-1*((-3*(a&b)+2*(a&~b)+4*(a|b)-6*~(a&b)+6*~(a|b)+3*~(a|~b))^(x|((-3*(a&b)+2*(a&~b)+4*(a|b)-6*~(a&b)+6*~(a|b)+3*~(a|~b))^z)))+1*(z^~(x|((-3*(a&b)+2*(a&~b)+4*(a|b)-6*~(a&b)+6*~(a|b)+3*~(a|~b))&z)))-1*~(x|((-3*(a&b)+2*(a&~b)+4*(a|b)-6*~(a&b)+6*~(a|b)+3*~(a|~b))|z))-1*~(x|(~(-3*(a&b)+2*(a&~b)+4*(a|b)-6*~(a&b)+6*~(a|b)+3*~(a|~b))|z))-1*(~x&((-3*(a&b)+2*(a&~b)+4*(a|b)-6*~(a&b)+6*~(a|b)+3*~(a|~b))&z))-1*(x&(~(-3*(a&b)+2*(a&~b)+4*(a|b)-6*~(a&b)+6*~(a|b)+3*~(a|~b))&z))-1*(x&((-3*(a&b)+2*(a&~b)+4*(a|b)-6*~(a&b)+6*~(a|b)+3*~(a|~b))&z)),-1*(z^~(~x|(~b&z)))+1*~(~x|(~b|z)),(-3*(a&b)+2*(a&~b)+4*(a|b)-6*~(a&b)+6*~(a|b)+3*~(a|~b))
-1*(~z&((1*(a&b)-1*(a&~b)+2*~(a&b)-13*~(a|b)-13*~(a|~b)+11*~a)^y))+2*(y^~((1*(a&b)-1*(a&~b)+2*~(a&b)-13*~(a|b)-13*~(a|~b)+11*~a)&~z))-2*((1*(a&b)-1*(a&~b)+2*~(a&b)-13*~(a|b)-13*~(a|~b)+11*~a)|~z)+3*~((1*(a&b)-1*(a&~b)+2*~(a&b)-13*~(a|b)-13*~(a|~b)+11*~a)|(~y|z))+3*~(~(1*(a&b)-1*(a&~b)+2*~(a&b)-13*~(a|b)-13*~(a|~b)+11*~a)|(y|z))+2*((1*(a&b)-1*(a&~b)+2*~(a&b)-13*~(a|b)-13*~(a|~b)+11*~a)&(~y&z))+2*((1*(a&b)-1*(a&~b)+2*~(a&b)-13*~(a|b)-13*~(a|~b)+11*~a)&(y&z)),2*~(y|~z),(1*(a&b)-1*(a&~b)+2*~(a&b)-13*~(a|b)-13*~(a|~b)+11*~a)
-5*(((12*(a&b)+4*(a&~b)-11*a-7*~(a|b)+1*~(a|~b)+7*~b)&~z)^(~x|((12*(a&b)+4*(a&~b)-11*a-7*~(a|b)+1*~(a|~b)+7*~b)^z)))+7*((x|~(12*(a&b)+4*(a&~b)-11*a-7*~(a|b)+1*~(a|~b)+7*~b))&~((12*(a&b)+4*(a&~b)-11*a-7*~(a|b)+1*~(a|~b)+7*~b)^z))-13*~(x|((12*(a&b)+4*(a&~b)-11*a-7*~(a|b)+1*~(a|~b)+7*~b)|z))-7*~(~x|((12*(a&b)+4*(a&~b)-11*a-7*~(a|b)+1*~(a|~b)+7*~b)|z))+5*(~x&((12*(a&b)+4*(a&~b)-11*a-7*~(a|b)+1*~(a|~b)+7*~b)&z))+5*(x&(~(12*(a&b)+4*(a&~b)-11*a-7*~(a|b)+1*~(a|~b)+7*~b)&z))-7*(x&((12*(a&b)+4*(a&~b)-11*a-7*~(a|b)+1*~(a|~b)+7*~b)&z)),6*(~x&(~b&z))-11*~(x|b),(12*(a&b)+4*(a&~b)-11*a-7*~(a|b)+1*~(a|~b)+7*~b)
-11*(((5*(a&b)+1*(a&~b)+7*~(a&~b)-11*~(a^b)+4*~(a|b)-7*~(a|~b))&y)^(y|z))-2*(y^((5*(a&b)+1*(a&~b)+7*~(a&~b)-11*~(a^b)+4*~(a|b)-7*~(a|~b))|(y^z)))+2*~((5*(a&b)+1*(a&~b)+7*~(a&~b)-11*~(a^b)+4*~(a|b)-7*~(a|~b))|(y|z))+11*~((5*(a&b)+1*(a&~b)+7*~(a&~b)-11*~(a^b)+4*~(a|b)-7*~(a|~b))|(~y|z))+4*~(~(5*(a&b)+1*(a&~b)+7*~(a&~b)-11*~(a^b)+4*~(a|b)-7*~(a|~b))|(y|z))+15*(~(5*(a&b)+1*(a&~b)+7*~(a&~b)-11*~(a^b)+4*~(a|b)-7*~(a|~b))&(y&z))+13*((5*(a&b)+1*(a&~b)+7*~(a&~b)-11*~(a^b)+4*~(a|b)-7*~(a|~b))&(~y&z)),2*(~(a&y)&~(y^z))-13*(~a&(~y&z)),(5*(a&b)+1*(a&~b)+7*~(a&~b)-11*~(a^b)+4*~(a|b)-7*~(a|~b))
-7*((3*(a&b)+1*(a&~b)-2*(a|b)-1*~(a|b)+3*~(a|~b)+1*~b)^~(x|z))-1*(z^~(~x|((3*(a&b)+1*(a&~b)-2*(a|b)-1*~(a|b)+3*~(a|~b)+1*~b)&z)))+11*((3*(a&b)+1*(a&~b)-2*(a|b)-1*~(a|b)+3*~(a|~b)+1*~b)^~(x&((3*(a&b)+1*(a&~b)-2*(a|b)-1*~(a|b)+3*~(a|~b)+1*~b)|z)))-4*~(x|((3*(a&b)+1*(a&~b)-2*(a|b)-1*~(a|b)+3*~(a|~b)+1*~b)|z))-10*~(~x|((3*(a&b)+1*(a&~b)-2*(a|b)-1*~(a|b)+3*~(a|~b)+1*~b)|z))-3*~(~x|(~(3*(a&b)+1*(a&~b)-2*(a|b)-1*~(a|b)+3*~(a|~b)+1*~b)|z))-10*(~x&(~(3*(a&b)+1*(a&~b)-2*(a|b)-1*~(a|b)+3*~(a|~b)+1*~b)&z)),3*(x&(b&z))-8*(~x&(b&z)),(3*(a&b)+1*(a&~b)-2*(a|b)-1*~(a|b)+3*~(a|~b)+1*~b)
-6*(y^~((2*(a&b)-2*(a&~b)-1*(a|b)+4*~(a&b)-4*~(a|b)-3*~(a|~b))&(~y&z)))-11*(z^((2*(a&b)-2*(a&~b)-1*(a|b)+4*~(a&b)-4*~(a|b)-3*~(a|~b))|(~y|z)))-7*~z+24*~((2*(a&b)-2*(a&~b)-1*(a|b)+4*~(a&b)-4*~(a|b)-3*~(a|~b))|(y|z))+24*~(~(2*(a&b)-2*(a&~b)-1*(a|b)+4*~(a&b)-4*~(a|b)-3*~(a|~b))|(y|z))+18*~(~(2*(a&b)-2*(a&~b)-1*(a|b)+4*~(a&b)-4*~(a|b)-3*~(a|~b))|(~y|z))+6*(~(2*(a&b)-2*(a&~b)-1*(a|b)+4*~(a&b)-4*~(a|b)-3*~(a|~b))&(~y&z)),-7*~(a|(~y|z)),(2*(a&b)-2*(a&~b)-1*(a|b)+4*~(a&b)-4*~(a|b)-3*~(a|~b))
-5*z-2*~((3*(a&b)+2*(a&~b)-2*(a|~b)+1*~(a|b)+1*~a)^z)+2*(z&(x|(3*(a&b)+2*(a&~b)-2*(a|~b)+1*~(a|b)+1*~a)))+2*~(x|((3*(a&b)+2*(a&~b)-2*(a|~b)+1*~(a|b)+1*~a)|z))+2*~(~x|((3*(a&b)+2*(a&~b)-2*(a|~b)+1*~(a|b)+1*~a)|z))+3*(x&(~(3*(a&b)+2*(a&~b)-2*(a|~b)+1*~(a|b)+1*~a)&z))+5*(x&((3*(a&b)+2*(a&~b)-2*(a|~b)+1*~(a|b)+1*~a)&z)),-5*(~x&(~b&z))-5*(~x&(b&z)),(3*(a&b)+2*(a&~b)-2*(a|~b)+1*~(a|b)+1*~a)
-3*(y^~(~(1*(a&b)+3*(a&~b)-2*(a^b)+2*~(a|b)+4*~(a|~b)-2*~a)&(~y&z)))+3*(y^((1*(a&b)+3*(a&~b)-2*(a^b)+2*~(a|b)+4*~(a|~b)-2*~a)|~z))+11*~((1*(a&b)+3*(a&~b)-2*(a^b)+2*~(a|b)+4*~(a|~b)-2*~a)|(y|z))+11*~((1*(a&b)+3*(a&~b)-2*(a^b)+2*~(a|b)+4*~(a|~b)-2*~a)|(~y|z))+11*~(~(1*(a&b)+3*(a&~b)-2*(a^b)+2*~(a|b)+4*~(a|~b)-2*~a)|(y|z))+11*~(~(1*(a&b)+3*(a&~b)-2*(a^b)+2*~(a|b)+4*~(a|~b)-2*~a)|(~y|z))-3*(~(1*(a&b)+3*(a&~b)-2*(a^b)+2*~(a|b)+4*~(a|~b)-2*~a)&(y&z)),11*~z,(1*(a&b)+3*(a&~b)-2*(a^b)+2*~(a|b)+4*~(a|~b)-2*~a)
-1*(~(x^(-4*(a&b)-12*(a&~b)+5*(a|~b)+7*~(a&b)-12*~(a|b)-6*~(a|~b)))&(x^z))+1*((x&z)^(x^(~(-4*(a&b)-12*(a&~b)+5*(a|~b)+7*~(a&b)-12*~(a|b)-6*~(a|~b))&z)))+1*(((-4*(a&b)-12*(a&~b)+5*(a|~b)+7*~(a&b)-12*~(a|b)-6*~(a|~b))&~z)^(~x|((-4*(a&b)-12*(a&~b)+5*(a|~b)+7*~(a&b)-12*~(a|b)-6*~(a|~b))^z)))-1*~(x|((-4*(a&b)-12*(a&~b)+5*(a|~b)+7*~(a&b)-12*~(a|b)-6*~(a|~b))|z))-1*~(~x|((-4*(a&b)-12*(a&~b)+5*(a|~b)+7*~(a&b)-12*~(a|b)-6*~(a|~b))|z))-1*(~x&((-4*(a&b)-12*(a&~b)+5*(a|~b)+7*~(a&b)-12*~(a|b)-6*~(a|~b))&z))-2*(x&(~(-4*(a&b)-12*(a&~b)+5*(a|~b)+7*~(a&b)-12*~(a|b)-6*~(a|~b))&z)),1*(~x&(~b&z)),(-4*(a&b)-12*(a&~b)+5*(a|~b)+7*~(a&b)-12*~(a|b)-6*~(a|~b))
2*(~((-3*(a&b)-3*(a&~b)+4*(a|~b)+1*~(a|b)+5*~(a|~b)-5*~a)^y)|~((-3*(a&b)-3*(a&~b)+4*(a|~b)+1*~(a|b)+5*~(a|~b)-5*~a)^z))+3*(((-3*(a&b)-3*(a&~b)+4*(a|~b)+1*~(a|b)+5*~(a|~b)-5*~a)&z)^(y|z))+1*~((-3*(a&b)-3*(a&~b)+4*(a|~b)+1*~(a|b)+5*~(a|~b)-5*~a)|(y|z))-5*~(~(-3*(a&b)-3*(a&~b)+4*(a|~b)+1*~(a|b)+5*~(a|~b)-5*~a)|(~y|z))-2*(~(-3*(a&b)-3*(a&~b)+4*(a|~b)+1*~(a|b)+5*~(a|~b)-5*~a)&(~y&z))+1*((-3*(a&b)-3*(a&~b)+4*(a|~b)+1*~(a|b)+5*~(a|~b)-5*~a)&(~y&z))+1*((-3*(a&b)-3*(a&~b)+4*(a|~b)+1*~(a|b)+5*~(a|~b)-5*~a)&(y&z)),3*(z|~(a|y))+5*~(a|(~y|z)),(-3*(a&b)-3*(a&~b)+4*(a|~b)+1*~(a|b)+5*~(a|~b)-5*~a)
7*((12*(a&b)+17*(a&~b)-6*~(a&b)-11*~(a&~a)+17*~(a|b)+18*~(a|~b))^~(x&(~(12*(a&b)+17*(a&~b)-6*~(a&b)-11*~(a&~a)+17*~(a|b)+18*~(a|~b))&z)))-7*(x^((12*(a&b)+17*(a&~b)-6*~(a&b)-11*~(a&~a)+17*~(a|b)+18*~(a|~b))&z))-14*~(x|((12*(a&b)+17*(a&~b)-6*~(a&b)-11*~(a&~a)+17*~(a|b)+18*~(a|~b))|z))-7*~(x|(~(12*(a&b)+17*(a&~b)-6*~(a&b)-11*~(a&~a)+17*~(a|b)+18*~(a|~b))|z))-7*~(~x|((12*(a&b)+17*(a&~b)-6*~(a&b)-11*~(a&~a)+17*~(a|b)+18*~(a|~b))|z))-14*(~x&(~(12*(a&b)+17*(a&~b)-6*~(a&b)-11*~(a&~a)+17*~(a|b)+18*~(a|~b))&z))-7*(x&((12*(a&b)+17*(a&~b)-6*~(a&b)-11*~(a&~a)+17*~(a|b)+18*~(a|~b))&z)),-7*~(x&~x),(12*(a&b)+17*(a&~b)-6*~(a&b)-11*~(a&~a)+17*~(a|b)+18*~(a|~b))
5*~(~(-6*(a&b)+7*~(a^b)-8*~(a|b)+1*~b)|(~y&z))-7*(((-6*(a&b)+7*~(a^b)-8*~(a|b)+1*~b)&y)|~(y|z))-11*(((-6*(a&b)+7*~(a^b)-8*~(a|b)+1*~b)|~y)&((-6*(a&b)+7*~(a^b)-8*~(a|b)+1*~b)^(y^z)))+7*~((-6*(a&b)+7*~(a^b)-8*~(a|b)+1*~b)|(y|z))+13*~(~(-6*(a&b)+7*~(a^b)-8*~(a|b)+1*~b)|(y|z))+2*~(~(-6*(a&b)+7*~(a^b)-8*~(a|b)+1*~b)|(~y|z))+11*(~(-6*(a&b)+7*~(a^b)-8*~(a|b)+1*~b)&(~y&z)),-13*(a&(y&z)),(-6*(a&b)+7*~(a^b)-8*~(a|b)+1*~b)
